id,length,start_time,trip_time,edge_start,edge_end,turn_I1,turn_I2,turn_I3
4769,4.44,2874.3,9.7,5_1,1_8,s,n,n
4770,4.68,2874.4,50.1,9_2,2_6,n,s,n
4771,4.38,2874.8,35.1,9_2,2_6,n,s,n
4772,4.89,2875,26.9,9_2,3_4,n,r,l
4774,4.84,2876.9,125,5_1,3_4,l,s,s
4775,4.99,2877,77.1,9_2,2_6,n,s,n
4776,4.87,2877.1,71.4,9_2,2_6,n,s,n
4777,5.13,2877.2,11.6,9_2,2_3,,,
4778,4.18,2877.2,76.3,9_2,2_6,n,s,n
4779,4.72,2878.9,69.2,7_3,3_10,n,n,s
4780,4.98,2879.5,71.8,9_2,2_6,n,s,n
4781,4.67,2879.8,78.9,9_2,2_6,n,s,n
4782,4.61,2880.6,77.2,9_2,2_6,n,s,n
4783,10.15,2880.6,57.8,5_1,1_8,s,n,n
4784,4.59,2880.8,11.1,9_2,2_3,,,
4785,5.24,2882.9,127.8,4_3,1_8,l,s,s
4786,4.38,2883.3,23.8,9_2,3_4,n,r,l
4788,4.62,2883.4,71,9_2,2_6,n,s,n
4789,4.3,2883.5,73.4,9_2,2_6,n,s,n
4790,4.56,2883.6,54.8,5_1,1_8,s,n,n
4791,5.81,2883.8,77.2,9_2,2_6,n,s,n
4792,4.39,2884.2,56.9,5_1,1_8,s,n,n
4793,4.77,2885.1,41.1,9_2,3_4,n,r,l
4795,4.16,2886.4,77.4,9_2,2_6,n,s,n
4796,4.92,2886.8,78.4,9_2,2_6,n,s,n
4797,4.9,2886.9,25.6,0_1,1_8,r,n,n
4798,4.8,2888.2,68.8,9_2,2_6,n,s,n
4800,5.12,2888.8,45.2,9_2,3_4,n,r,l
4801,4.61,2889.1,54,5_1,1_8,s,n,n
4802,5.09,2889.1,10.4,2_3,3_4,,,
4803,4.82,2889.1,78.5,9_2,2_6,n,s,n
4805,4.25,2890.5,49.6,5_1,1_8,s,n,n
4806,5.03,2891.1,59.3,7_3,3_10,n,n,s
4807,4.73,2891.7,72,9_2,2_6,n,s,n
4809,4.93,2892.1,10.7,2_3,3_4,,,
4810,4.1,2893.6,83.5,9_2,2_6,n,s,n
4811,3.85,2894.8,66.6,9_2,2_6,n,s,n
4812,4.75,2896.2,38.4,0_1,2_6,s,l,n
4813,4.87,2896.9,113.8,4_3,node1,,,
4814,4.85,2897.2,21.6,4_3,3_7,n,n,r
4816,11.89,2900.7,42.2,4_3,3_10,n,n,l
4817,5.24,2901.8,21.8,4_3,3_7,n,n,r
4818,5.04,2903.9,10.5,2_3,3_4,,,
4819,5.09,2904.1,90.8,4_3,3_10,n,n,l
4820,4.81,2904.5,106.2,4_3,2_6,n,r,s
4821,4.86,2905,79.8,9_2,3_4,n,r,l
4822,5.04,2905.6,10.9,2_3,3_4,,,
4823,5.21,2907,27.8,4_3,3_7,n,n,r
4824,4.63,2909.4,101.3,4_3,node1,,,
4825,5.48,2909.9,30.3,4_3,3_7,n,n,r
4826,5.17,2910.9,99.8,4_3,2_1,,,
4827,4.67,2912.7,40.1,10_3,3_7,n,n,s
4828,4.93,2912.7,82,0_1,1_8,r,n,n
4829,4.88,2912.7,28.9,4_3,3_7,n,n,r
4830,5.29,2913.5,97.2,4_3,2_1,,,
4831,4.84,2914.7,96,4_3,2_1,,,
4832,5.12,2916.2,28.4,4_3,3_7,n,n,r
4833,4.78,2916.3,66.2,9_2,3_4,n,r,l
4834,4.75,2916.9,93.8,4_3,3_2,,,
4837,13.52,2921.7,89,4_3,3_2,,,
4839,4.99,2926,24.6,10_3,3_4,n,n,r
4840,5.1,2928.7,10.9,9_2,2_3,,,
4842,4.7,2930.9,32.3,10_3,3_4,n,n,r
4843,4.53,2931.4,10.8,5_1,1_8,s,n,n
4844,10.17,2931.8,11.8,5_1,1_8,s,n,n
4845,5.63,2932.1,10.7,9_2,2_3,,,
4846,4.83,2932.2,59.1,5_1,2_3,,,
4847,4.05,2933.2,36.1,9_2,2_6,n,s,n
4849,4.82,2934.4,11.1,5_1,1_8,s,n,n
4850,4.53,2934.4,10.5,5_1,1_8,s,n,n
4851,5.5,2934.6,55.2,9_2,3_4,n,r,l
4852,5.18,2934.6,63.2,0_1,2_3,,,
4853,5.66,2934.8,75.9,4_3,3_2,,,
4855,4.1,2936.2,11.5,5_1,1_8,s,n,n
4856,5.12,2938.1,50.7,7_3,3_4,n,n,l
4857,4.86,2938.2,34.3,9_2,2_6,n,s,n
4858,4.54,2938.3,26.7,9_2,2_6,n,s,n
4859,4.51,2938.6,42.8,9_2,2_6,n,s,n
4860,4.77,2939.5,10.6,5_1,1_8,s,n,n
4861,5.25,2939.9,60.9,2_3,3_7,,,
4862,4.74,2940,11.7,5_1,1_8,s,n,n
4864,5.36,2940.5,70.2,4_3,3_2,,,
4865,4.91,2941.4,43.3,9_2,2_6,n,s,n
4866,5.96,2941.6,26.5,9_2,2_6,n,s,n
4867,4.87,2941.6,46.9,9_2,1_0,s,l,n
4868,4.65,2942.2,11.3,5_1,1_8,s,n,n
4869,5.02,2942.3,68.4,5_1,2_6,l,l,n
4870,4.28,2942.9,10,5_1,1_8,s,n,n
4871,5.57,2943.2,43.3,2_3,3_4,,,
4873,4.76,2944.1,43,9_2,2_6,n,s,n
4874,4.63,2944.3,27.1,9_2,2_6,n,s,n
4875,4.26,2944.3,11.3,5_1,1_8,s,n,n
4876,4.53,2944.4,42.1,9_2,2_6,n,s,n
4878,4.71,2944.7,9.8,5_1,1_8,s,n,n
4879,4.74,2944.9,65.8,4_3,3_2,,,
4880,4.99,2946.2,10.8,7_3,3_10,n,n,s
4881,4.38,2946.3,8.2,5_1,1_8,s,n,n
4882,4.5,2946.3,50.3,9_2,2_6,n,s,n
4883,4.83,2946.6,16.9,9_2,2_3,,,
4884,4.68,2946.8,28.8,9_2,2_6,n,s,n
4885,6.03,2947,11.6,5_1,1_8,s,n,n
4886,4.86,2947.6,9.9,5_1,1_8,s,n,n
4887,5.32,2947.9,62.8,4_3,3_2,,,
4889,4.6,2948.4,31.2,9_2,2_6,n,s,n
4890,4.51,2948.6,41.1,9_2,2_6,n,s,n
4891,4.76,2948.9,51.9,9_2,2_6,n,s,n
4892,4.74,2949.1,9.1,7_3,3_10,n,n,s
4893,4.62,2949.7,8.1,5_1,1_8,s,n,n
4894,5.21,2950.1,60.6,4_3,3_2,,,
4895,4.41,2950.2,10.5,5_1,1_8,s,n,n
4896,5.16,2950.5,46.8,4_3,3_10,n,n,l
4898,4.47,2951.2,41.6,9_2,2_6,n,s,n
4899,4.65,2951.3,31.4,9_2,2_6,n,s,n
4900,4.92,2951.3,10.8,5_1,1_8,s,n,n
4901,4.96,2951.5,28.7,9_2,2_6,n,s,n
4903,4.46,2952.6,10.6,5_1,1_8,s,n,n
4904,5.03,2952.9,57.8,7_3,node2,,,
4905,5.23,2953.4,57.3,0_1,node3,,,
4906,4.57,2953.7,44.5,9_2,2_6,n,s,n
4907,5.59,2954.3,11.1,5_1,1_8,s,n,n
4908,4.89,2954.6,31.4,9_2,2_6,n,s,n
4909,4.25,2954.8,10.7,5_1,1_8,s,n,n
4911,4.56,2955.7,43.6,9_2,2_6,n,s,n
4912,5.37,2956.5,10.7,5_1,1_8,s,n,n
4913,4.67,2956.9,9.5,7_3,3_10,n,n,s
4915,5,2957,48.1,5_1,3_4,l,s,s
4917,4.19,2957.4,10.8,5_1,1_8,s,n,n
4918,4.93,2958.3,10.2,5_1,1_8,s,n,n
4919,4.9,2959,47.6,5_1,3_4,l,s,s
4922,5.07,2960.1,10.7,5_1,1_8,s,n,n
4923,4.36,2962,8.4,5_1,1_8,s,n,n
4926,5.06,2964,25.4,2_3,3_4,,,
4927,4.4,2964.2,10.8,5_1,1_8,s,n,n
4928,4.73,2964.2,8.5,5_1,1_8,s,n,n
4930,4.46,2965.8,8.4,5_1,1_8,s,n,n
4932,4.66,2967.8,42.9,4_3,3_2,,,
4946,5.71,2981.8,28.9,4_3,3_7,n,n,r
4957,5.09,2986.9,22.4,0_1,2_3,,,
4958,6.52,2986.9,23.8,4_3,node3,,,
4964,4.17,2989.6,21.1,0_1,2_3,,,
4967,5.13,2991.5,9.9,2_3,3_4,,,
4968,5.08,2991.6,19.1,0_1,node2,,,
4969,5.05,2991.7,19,4_3,node3,,,
4975,5.1,2998,10,2_3,3_4,,,
