time_period,avg_travel_time_I1,avg_travel_time_I2,avg_travel_time_I3,avg_fuel_I1,avg_fuel_I2,avg_fuel_I3
0,0.0,5.754854368932039,0.0,0.0,7.036779737482989e-05,0.0
1,0.0,6.534883720930233,0.0,0.0,0.0005719290039623346,0.0
2,0.0,7.016759776536313,0.0,0.0,0.00026786300395677156,0.0
3,0.0,1.1829268292682926,0.0,0.0,7.321113664050608e-05,0.0
4,0.0,6.427335640138408,0.0,0.0,0.0005275474324930037,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
